ID,Tips,SKU,"GTIN, UPC, EAN, or ISBN",Vārds,Publicēts,Izcelts?,Redzamība katalogā,Īss apraksts,Apraksts,Akcijas cenas sākuma datums,Akcijas cenas beigu datums,Nodokļa status,Nodokļu likme.,Ir noliktavā?,Noliktavā,Zems krājumu apjoms,Atļaut atpkaļpasūtījumus?,Pārdot atsevišķi?,Svars (kg),Garums (cm),Platums (cm),Augstums (cm),Atļaut klientu atsauksmes?,Pirkuma piezīme,Akcijas cena,Parastā cena:,Kategorija,Birkas,Piegādes klase,Attēli,Lejupielādes limits,Lejupielādes derīguma termiņš,Vecāks,Grupētie produkti,Pārdoti dārgāk,Piepārdošanas,Ārēja Saite,Pogas teksts,Pozīcija,Swatches Attributes,Zīmoli,Atribūta 1 nosaukums,Atribūta 1 vērtība (-s),Atribūta 1 redzamība,Atribūta 1 ir globāls,Slug,Nospieduma paraugs
2556,simple,,,Printer C30 Standard,0,0,visible,,"<p class=""font_8"">COLOP Printer 30 Standart ir taisnstūra paštintējošais zīmogs formātā 18 x 47 mm ar 5 rindām, piedāvājot pietiekami daudz vietas svarīgākajiem kontaktinformācijas datiem. Šis paštintējošais zīmogs ir pilnībā izgatavots no augstas kvalitātes plastmasas.</p>\n<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong>\n\n<a href=""https://www.laiksdrukat.lv/wp-content/uploads/2026/02/standart30c3-stamp.webp""><img class=""alignnone size-medium wp-image-2565"" src=""https://www.laiksdrukat.lv/wp-content/uploads/2026/02/standart30c3-stamp-300x115.webp"" alt="""" width=""300"" height=""115"" /></a>",,,taxable,,1,,,0,0,,,,,1,,,"14,56",Zīmogi,,,https://www.laiksdrukat.lv/wp-content/uploads/2026/02/c30standart.jpg,,,,,,,,,30,,,,,,,,
2603,simple,,,Printer C50 Standard,0,0,visible,,"<div data-draftjs-conductor-fragment=""{&quot;blocks&quot;:[{&quot;key&quot;:&quot;dqm65&quot;,&quot;text&quot;:&quot;COLOP Printer 50 Standart ir pielāgojams zīmogs ar 30 x 69 mm nospieduma laukumu, ideāli piemērots visu svarīgo informācijas, piemēram, kontaktinformācijas, attēlošanai ar līdz pat 7 tekstu rindām.&quot;,&quot;type&quot;:&quot;unstyled&quot;,&quot;depth&quot;:0,&quot;inlineStyleRanges&quot;:[],&quot;entityRanges&quot;:[],&quot;data&quot;:{&quot;attributes&quot;:{&quot;className&quot;:&quot;&quot;}}}],&quot;entityMap&quot;:{}}"">COLOP Printer 50 Standart ir pielāgojams zīmogs ar 30 x 69 mm nospieduma laukumu, ideāli piemērots visu svarīgo informācijas, piemēram, kontaktinformācijas, attēlošanai ar līdz pat 7 tekstu rindām.</div>\n<div data-draftjs-conductor-fragment=""{&quot;blocks&quot;:[{&quot;key&quot;:&quot;dqm65&quot;,&quot;text&quot;:&quot;COLOP Printer 50 Standart ir pielāgojams zīmogs ar 30 x 69 mm nospieduma laukumu, ideāli piemērots visu svarīgo informācijas, piemēram, kontaktinformācijas, attēlošanai ar līdz pat 7 tekstu rindām.&quot;,&quot;type&quot;:&quot;unstyled&quot;,&quot;depth&quot;:0,&quot;inlineStyleRanges&quot;:[],&quot;entityRanges&quot;:[],&quot;data&quot;:{&quot;attributes&quot;:{&quot;className&quot;:&quot;&quot;}}}],&quot;entityMap&quot;:{}}""></div>\n<div data-draftjs-conductor-fragment=""{&quot;blocks&quot;:[{&quot;key&quot;:&quot;dqm65&quot;,&quot;text&quot;:&quot;COLOP Printer 50 Standart ir pielāgojams zīmogs ar 30 x 69 mm nospieduma laukumu, ideāli piemērots visu svarīgo informācijas, piemēram, kontaktinformācijas, attēlošanai ar līdz pat 7 tekstu rindām.&quot;,&quot;type&quot;:&quot;unstyled&quot;,&quot;depth&quot;:0,&quot;inlineStyleRanges&quot;:[],&quot;entityRanges&quot;:[],&quot;data&quot;:{&quot;attributes&quot;:{&quot;className&quot;:&quot;&quot;}}}],&quot;entityMap&quot;:{}}""><strong>Nospieduma paraugs</strong></div>\n<div data-draftjs-conductor-fragment=""{&quot;blocks&quot;:[{&quot;key&quot;:&quot;dqm65&quot;,&quot;text&quot;:&quot;COLOP Printer 50 Standart ir pielāgojams zīmogs ar 30 x 69 mm nospieduma laukumu, ideāli piemērots visu svarīgo informācijas, piemēram, kontaktinformācijas, attēlošanai ar līdz pat 7 tekstu rindām.&quot;,&quot;type&quot;:&quot;unstyled&quot;,&quot;depth&quot;:0,&quot;inlineStyleRanges&quot;:[],&quot;entityRanges&quot;:[],&quot;data&quot;:{&quot;attributes&quot;:{&quot;className&quot;:&quot;&quot;}}}],&quot;entityMap&quot;:{}}""><a href=""https://www.laiksdrukat.lv/wp-content/uploads/2026/02/145103_en_imprint50.webp""><img class=""alignnone size-medium wp-image-2604"" src=""https://www.laiksdrukat.lv/wp-content/uploads/2026/02/145103_en_imprint50-300x131.webp"" alt="""" width=""300"" height=""131"" /></a></div>",,,taxable,,1,,,0,0,,,,,0,,,20,Zīmogi,,,https://www.laiksdrukat.lv/wp-content/uploads/2026/02/p50-6-1.jpg,,,,,,,,,54,,,,,,,,
2606,simple,,,Printer R 12 - round,1,0,visible,"COLOP Printer R 12-round ir mazākais apaļais pielāgojamais zīmogs savā kategorijā ar 12 mm diametru, ideāli piemērots maziem logotipiem vai piktogrammām.<br>

<strong>Nospieduma paraugs</strong><br>

<a href=""/images/products/zimogi/122175_imprint-1R12-Photoroom.png""><img class=""alignnone wp-image-2607 size-full"" src=""/images/products/zimogi/122175_imprint-1R12-Photoroom.png"" alt=""Colop Printer R12 apaļā zīmoga nospiedums"" width=""142"" height=""142"" /></a><br>","COLOP Printer R 12-round ir mazākais apaļais pielāgojamais zīmogs savā kategorijā ar 12 mm diametru, ideāli piemērots maziem logotipiem vai piktogrammām.<br>

<strong>Nospieduma paraugs</strong><br>

<a href=""/images/products/zimogi/122175_imprint-1R12-Photoroom.png""><img class=""alignnone wp-image-2607 size-full"" src=""/images/products/zimogi/122175_imprint-1R12-Photoroom.png"" alt=""Colop Printer R12 apaļā zīmoga nospiedums"" width=""142"" height=""142"" /></a><br>",,,taxable,,1,18,,0,0,,,,,0,,,8.18,Zīmogi,,,/images/products/zimogi/122175_black___colop-printer-r12-1.webp,,,,,,,,,25,,,,,,,colop-r-12-round,/images/products/zimogi/122175_imprint-1R12-Photoroom.png
2609,simple,,,Printer R 17 - round,1,0,visible,"COLOP Printer R 17-round  mazais un apaļais formāts ir ideāli piemērots kvalitātes vai inspekcijas zīmogam, kā arī citiem īsiem ziņojumiem. Diameters 17mm<br><strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/122178_en_imprintR17-Photoroom.png""><img class=""alignnone wp-image-2610 size-thumbnail"" src=""/images/products/zimogi/122178_en_imprintR17-Photoroom.png"" alt=""Colop Printer R17 apaļā zīmoga nospiedums"" width=""150"" height=""150"" /></a><br>","COLOP Printer R 17-round  mazais un apaļais formāts ir ideāli piemērots kvalitātes vai inspekcijas zīmogam, kā arī citiem īsiem ziņojumiem. Diameters 17mm<br><strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/122178_en_imprintR17-Photoroom.png""><img class=""alignnone wp-image-2610 size-thumbnail"" src=""/images/products/zimogi/122178_en_imprintR17-Photoroom.png"" alt=""Colop Printer R17 apaļā zīmoga nospiedums"" width=""150"" height=""150"" /></a><br>",,,taxable,,1,17,,0,0,,,,,0,,,10.58,Zīmogi,,,/images/products/zimogi/122178_black___colop-printer-r17-1.webp,,,,,,,,,24,,,,,,,colop-r-17-round,/images/products/zimogi/122178_en_imprintR17-Photoroom.png
2612,simple,,,Printer R 30 - round,1,0,visible,"COLOP Printer R 30-round ir apaļas formas zīmogs ar 30 mm diametru, ko bieži izmanto kā oficiālu zīmogu, piedāvājot plašas radošas iespējas.<br>


<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/R30-Photoroom.png""><img class=""alignnone wp-image-2613 size-medium"" src=""/images/products/zimogi/R30-Photoroom.png"" alt=""Colop Printer R30 apaļā zīmoga nospiedums"" width=""300"" height=""300"" /></a><br>","COLOP Printer R 30-round ir apaļas formas zīmogs ar 30 mm diametru, ko bieži izmanto kā oficiālu zīmogu, piedāvājot plašas radošas iespējas.<br>


<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/R30-Photoroom.png""><img class=""alignnone wp-image-2613 size-medium"" src=""/images/products/zimogi/R30-Photoroom.png"" alt=""Colop Printer R30 apaļā zīmoga nospiedums"" width=""300"" height=""300"" /></a><br>",,,taxable,,1,18,,0,0,,,,,0,,,16.10,Zīmogi,,,/images/products/zimogi/R30-1.webp,,,,,,,,,22,,,,,,,colop-r-30-round,/images/products/zimogi/R30-Photoroom.png
2615,simple,,,Printer R 50 - round,1,0,visible,"COLOP Printer R 50 - round ar 50 mm diametra nospiedumu šis zīmogs nodrošina daudz vietas informatīviem un pievilcīgiem nospiedumiem, kas ir ideāli piemēroti logotipu, simbolu un teksta apvienošanai.<br>


<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/R50-Photoroom.png""><img class=""alignnone wp-image-2616 size-medium"" src=""/images/products/zimogi/R50-Photoroom.png"" alt=""Colop Printer R50 zīmoga nospieduma piemērs "" width=""300"" height=""300"" /></a><br>","COLOP Printer R 50 - round ar 50 mm diametra nospiedumu šis zīmogs nodrošina daudz vietas informatīviem un pievilcīgiem nospiedumiem, kas ir ideāli piemēroti logotipu, simbolu un teksta apvienošanai.<br>


<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/R50-Photoroom.png""><img class=""alignnone wp-image-2616 size-medium"" src=""/images/products/zimogi/R50-Photoroom.png"" alt=""Colop Printer R50 zīmoga nospieduma piemērs "" width=""300"" height=""300"" /></a><br>",,,taxable,,1,17,,0,0,,,,,0,,,24.09,Zīmogi,,,/images/products/zimogi/R50-1.webp,,,,,,,,,18,,,,,,,colop-r-50-round,/images/products/zimogi/R50-Photoroom.png
2619,simple,,,Mini Print S 110,1,0,visible,"COLOP Mini Print S 110 ir kompakts plastmasas paškrāsojošs zīmogs līdz 2 tekstu rindām ar garenisku taisnstūra nospiedumu 8 x 52 mm, ideāli piemērots gariem ziņojumiem vai īsiem teikumiem.<br>


<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/122240_en_imprintS110.webp""><img class=""alignnone wp-image-2621 size-medium"" src=""/images/products/zimogi/122240_en_imprintS110.webp"" alt=""Nospieduma piemērs Colop Mini Print S110"" width=""300"" height=""47"" /></a><br>","COLOP Mini Print S 110 ir kompakts plastmasas paškrāsojošs zīmogs līdz 2 tekstu rindām ar garenisku taisnstūra nospiedumu 8 x 52 mm, ideāli piemērots gariem ziņojumiem vai īsiem teikumiem.<br>


<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/122240_en_imprintS110.webp""><img class=""alignnone wp-image-2621 size-medium"" src=""/images/products/zimogi/122240_en_imprintS110.webp"" alt=""Nospieduma piemērs Colop Mini Print S110"" width=""300"" height=""47"" /></a><br>",,,taxable,,1,19,,0,0,,,,,0,,,11.50,Zīmogi,,,/images/products/zimogi/MINI-S110.webp,,,,,,,,,3,,,,,,,colop-mini-print-s-110,/images/products/zimogi/122240_en_imprintS110.webp
2622,simple,,,Printer 55 - oval,1,0,visible,"COLOP Printer 55 Oval ir paškrāsojošs zīmogs ar ovālu nospiedumu izmēru 55 x 35 mm, ideāli piemērots detalizētiem dizainiem un logotipiem.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/OV55-Photoroom.png""><img class=""alignnone wp-image-2623 size-medium"" src=""/images/products/zimogi/OV55-Photoroom.png"" alt=""Colop Printer 55 ovāla zīmoga nospiedums"" width=""300"" height=""191"" /></a><br>","COLOP Printer 55 Oval ir paškrāsojošs zīmogs ar ovālu nospiedumu izmēru 55 x 35 mm, ideāli piemērots detalizētiem dizainiem un logotipiem.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/OV55-Photoroom.png""><img class=""alignnone wp-image-2623 size-medium"" src=""/images/products/zimogi/OV55-Photoroom.png"" alt=""Colop Printer 55 ovāla zīmoga nospiedums"" width=""300"" height=""191"" /></a><br>",,,taxable,,1,17,,0,0,,,,,0,,,21.45,Zīmogi,,,/images/products/zimogi/122209_black___colop-printer-oval-55_2-1.webp,,,,,,,,,1,,,,,,,colop-55-oval,/images/products/zimogi/OV55-Photoroom.png
2625,simple,,,Printer T 45 - triangular,1,0,visible,"COLOP Printer T 45 piedāvā unikālu trīsstūra formas tekstu plāksni ar izmēriem 45 x 45 x 45 mm, ideāli piemērota radošiem nospiedumiem gan privātai, gan biroja lietošanai.<br>


<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/TRIAN-Photoroom.png""><img class=""alignnone wp-image-2626 size-medium"" src=""/images/products/zimogi/TRIAN-Photoroom.png"" alt=""Colop Printer T45 trīsstūrveida zīmoga nospiedums"" width=""300"" height=""260"" /></a><br>","COLOP Printer T 45 piedāvā unikālu trīsstūra formas tekstu plāksni ar izmēriem 45 x 45 x 45 mm, ideāli piemērota radošiem nospiedumiem gan privātai, gan biroja lietošanai.<br>


<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/TRIAN-Photoroom.png""><img class=""alignnone wp-image-2626 size-medium"" src=""/images/products/zimogi/TRIAN-Photoroom.png"" alt=""Colop Printer T45 trīsstūrveida zīmoga nospiedums"" width=""300"" height=""260"" /></a><br>",,,taxable,,1,18,,0,0,,,,,0,,,20.04,Zīmogi,,,/images/products/zimogi/133509_black___colop-printer-t45-1.webp,,,,,,,,,20,,,,,,,colop-t-45-triangular,/images/products/zimogi/TRIAN-Photoroom.png
2647,simple,,,Printer Q 12-square,1,0,visible,"COLOP Printer Q 12 ir kompakts paškrāsojošs kvadrātveida zīmogs ar nospieduma izmēru 12 x 12 mm, līdz 3 rindām, ideāli piemērots iniciāļiem, simboliem un mazām logo.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/Q12.webp""><img class=""alignnone wp-image-2648 size-full"" src=""/images/products/zimogi/Q12.webp"" alt=""Printer Q12 kvadrātveida zīmoga nospiedums"" width=""142"" height=""143"" /></a><br>","COLOP Printer Q 12 ir kompakts paškrāsojošs kvadrātveida zīmogs ar nospieduma izmēru 12 x 12 mm, līdz 3 rindām, ideāli piemērots iniciāļiem, simboliem un mazām logo.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/Q12.webp""><img class=""alignnone wp-image-2648 size-full"" src=""/images/products/zimogi/Q12.webp"" alt=""Printer Q12 kvadrātveida zīmoga nospiedums"" width=""142"" height=""143"" /></a><br>",,,taxable,,1,16,,0,0,,,,,0,,,7.95,Zīmogi,,,/images/products/zimogi/122119_black___colop-printer-q12-1.webp,,,,,,,,,13,,,,,,,colop-q-12-square,/images/products/zimogi/Q12.webp
